GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",THUNDERBIRD RESORTS INC,,,,,,,5.114,64.303,-55.118,-10.885,-0.883,-1.977,0.94,-1.291,
Consumer Discretionary,Retailing,Specialty Retail,TIFFANY & CO,-21.323,-21.938,-17.478,119.918,-60.984,205.928,-217.106,70.151,-86.209,625.257,-104.111,-247.637,70.884,-159.06,384.179
Consumer Discretionary,Consumer Services,Diversified Consumer Services,TIGRENT INC,2.042,3.572,5.191,2.94,-8.173,28.577,0.338,-0.209,-9.418,-12.83,-6.772,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",TIM HORTONS INC,,,,,35.857,48.8,-8.667,-18.704,-45.724,1.559,452.294,-440.457,-6.386,-65.549,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",TIMBERLAND CO  -CL A,-81.233,-9.194,35.537,100.608,67.313,-95.953,-31.465,-38.424,73.915,72.65,-17.618,,,,
Consumer Discretionary,Media,Media,TIME WARNER CABLE INC,,,,,,,39,181,5217,-4401,1999,2130,-1873,-2779,182
Consumer Discretionary,Media,Media,TIME WARNER INC,1554,-1891,1011,1310,3099,-1919,-2671,-33,5166,3701,-1070,-187,-635,-979,802
Consumer Discretionary,Media,Media,TIX CORP,-0.21,-0.042,-0.005,0.029,0.04,0.185,1.628,5.474,1.775,0.693,-1.069,-0.739,-2.06,-2.841,
Consumer Discretionary,Retailing,Specialty Retail,TJX COMPANIES INC,-239.224,360.241,-0.446,-245.927,60.784,158.462,391.02,-124.057,-279.085,1161.08,127.144,-234.639,304.845,337.789,344.029
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,TOLL BROTHERS INC,65.376,20.98,-80.503,322.914,155.612,223.385,-56.695,267.813,733.158,174.223,-768.658,-132.72,-127.516,-5.852,-186.657
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,TOUSA INC,-3.306,9.561,-25.925,27.64,191.7,-233.6,21.3,22.3,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",TOWN SPORTS INTL HOLDINGS,,,,35.251,16.704,-6.202,-44.494,-1.347,4.936,0.359,28.045,9.077,-10.122,35.84,19.854
Consumer Discretionary,Media,Media,TOWNSQUARE MEDIA INC,-2.632,0.987,0.891,-0.983,-0.427,-0.4,3.404,-2.859,-0.297,8.794,,,-2.687,23.342,-21.185
Consumer Discretionary,Automobiles & Components,Automobiles,TOYOTA MOTOR CORP  -ADR,-148,1098,-542,1304,-2291,729,2804,-2713,8304,-6194,2597,-4872,415,3135,
Consumer Discretionary,Retailing,Specialty Retail,TOYS R US INC,-309,8,740,980,-182,-251,-216,-14,32,343,-113,-312,417,-474,54
Consumer Discretionary,Retailing,Specialty Retail,TRACTOR SUPPLY CO,2.154,-0.218,4.846,6.207,8.961,-7.738,16.402,-12.693,23.532,135.862,84.488,-80.374,-38.335,4.113,-91.609
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",TRANS WORLD CORP/NV,0.351,1.965,0.584,1.11,-2.258,3.909,-3.329,5.049,-4.639,-1.094,0.039,3.015,1.251,-0.603,0.305
Consumer Discretionary,Retailing,Specialty Retail,TRANS WORLD ENTMT CORP,-14.942,-10.141,-57.893,-5.831,37.846,-32.559,-78.579,-43.975,-44.6,41.459,3.698,13.303,44.467,-1.98,
Consumer Discretionary,Retailing,Specialty Retail,TRAVELCENTERS OF AMERICA LLC,10.979,-9.131,-5.841,0.958,30.841,1.701,7.75,-71.48,-3.36,10.116,-30.236,-7.141,-83.066,50.468,138.618
Consumer Discretionary,Media,Media,TRIBUNE MEDIA CO,-515.23,-49.952,40.095,141.672,-123.192,26.699,23.576,,,,459.103,285.021,738.448,-1643.729,814.486
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",TRUE RELIGION APPAREL INC,,,,0.064,2.881,6.491,32.444,-16.192,28.559,48.286,48.261,46.574,-123.535,,
Consumer Discretionary,Retailing,Distributors,TRUE VALUE CO,16.501,73.325,-79.815,0.233,-2.012,2.786,-3.947,-0.885,0.85,19.668,-12.615,-9.657,-0.392,1.501,0.12
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",TRUMP ENTERTAINMENT RESORTS,-8.597,23.744,-3.101,-20.4,9.594,123.288,-128.547,21.302,-35.126,-20.099,,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,TRW AUTOMOTIVE HOLDINGS CORP,,-33,70,916,-38,-131,-81,317,-139,32,290,163,-18,506,-698
Consumer Discretionary,Automobiles & Components,Auto Components,TTC TECHNOLOGY CORP,9.468,-6.823,-2.404,1.318,-1.731,9.983,-8.071,-1.638,-0.323,,,,,,
Consumer Discretionary,Retailing,Multiline Retail,TUESDAY MORNING CORP,1.091,61.384,-50.341,-8.393,21.531,-1.52,6.086,,-1.673,-2.847,17.739,-4.122,20.34,-10.844,20.79
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,TUPPERWARE BRANDS CORP,8.2,-14.2,14.2,12.4,45.9,90.6,-79.3,0.5,22.1,-12.4,136.3,-110.5,-18.4,7.5,-50.3
Consumer Discretionary,Automobiles & Components,Auto Components,TURBODYNE TECHNOLOGIES INC,-0.029,0.02,0.117,-0.135,,0.099,-0.086,-0.012,-0.003,0.003,-0.003,0.02,,,
Consumer Discretionary,Retailing,Specialty Retail,TWEEN BRANDS INC,-5.196,8.75,37.762,9.882,21.221,-3.964,26.146,-2.385,26.145,,,,,,
Consumer Discretionary,Media,Media,TWENTY-FIRST CENTURY FOX INC,-2140.604,498.27,406.342,274.562,4212.217,2419,-687,1871,-2992,1878,2169,3971,-3054,-2967,-1244
Consumer Discretionary,Media,Media,UBM PLC  -ADR,14.805,-17.597,20.924,-11.597,249.272,250.945,-301.624,-432.776,107.888,-16.005,-50.794,-29.831,-32.361,-21.049,
Consumer Discretionary,Retailing,Specialty Retail,ULTA SALON COSMETCS & FRAG,,,,,,-0.165,0.806,0.144,-0.151,0.379,107.168,142.553,66.737,99.001,-30.327
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",UNDER ARMOUR INC,,,,-0.127,0.418,61.892,7.678,-30.067,61.454,85.255,16.573,-28.486,166.457,5.648,245.686
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",UNIFI INC,-25.655,-12.144,12.471,57.696,-11.58,40.4,-70.304,4.714,-19.783,22.411,0.032,-15.201,-16.604,-2.131,7.152
Consumer Discretionary,Automobiles & Components,Auto Components,UNITED COMPONENTS INC,,,8.656,17.776,-34.839,14.891,5.341,9.917,5.172,85.301,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,UNIVERSAL ELECTRONICS INC,7.522,13.462,3.894,40.417,-16.009,1.169,22.434,20.535,-11.372,-46.222,25.233,-24.877,15.221,31.581,36.347
Consumer Discretionary,Consumer Services,Diversified Consumer Services,UNIVERSAL TECHNICAL INST,,,10.201,-4.629,33.677,9.443,-10.614,34.163,5.284,-24.679,-7.225,4.696,-8.005,-10.008,4.389
Consumer Discretionary,Media,Media,UNIVISION COMMUNICATIONS INC,31.97,326.301,-345.178,41.026,113.191,-90.468,4.122,122.667,466.6,-448.2,1049.2,-1235.7,-22.6,7.8,
Consumer Discretionary,Automobiles & Components,Auto Components,UQM TECHNOLOGIES INC,0.313,-0.987,1.065,0.529,2.818,-1.711,-2.125,1.224,-0.674,15.238,-1.861,-4.24,-7.11,5.719,
Consumer Discretionary,Retailing,Specialty Retail,URBAN OUTFITTERS INC,3.559,11.965,43.876,-4.933,26.412,20.181,-22.645,78.004,210.764,-157.011,181.233,-194.984,100.054,-3.269,-87.5
Consumer Discretionary,Retailing,Internet & Catalog Retail,US AUTO PARTS NETWORK INC,,,,,0.013,-0.777,1.028,18.216,13.074,-6.222,-8.656,-7.26,-9.305,-0.212,6.835
Consumer Discretionary,Media,Media,UTD ARTISTS THEATRE CIRCUIT,-4.6,12.1,33.5,-35.2,13.7,-4,8.2,10.4,2.7,7,-7.4,2.4,-0.1,20.3,21.2
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",VAIL RESORTS INC,-9.481,-0.136,4.425,-5.236,38.454,90.252,55.214,39.025,-68.474,-93.047,-54.553,55.398,-24.09,92.551,-94.198
Consumer Discretionary,Media,Media,VALASSIS COMMUNICATIONS INC,0.051,-0.525,86.541,110.204,22.35,-20.894,-11.701,72.62,1.317,3.29,116.089,-143.964,-7.26,,
Consumer Discretionary,Automobiles & Components,Auto Components,VALEO SA  -ADR,-791.408,223.415,63.959,650.005,134.026,155.13,-591.226,243.87,-22.27,418.494,599.759,-24.649,25.053,33.07,-8.471
Consumer Discretionary,Media,Media,VALUE LINE INC,38.491,30.977,-107.184,167.891,-172.137,9.36,5.274,-11.65,33.981,-26.501,-9.633,5.24,-5.202,-1.052,
Consumer Discretionary,Retailing,Internet & Catalog Retail,VARSITY GROUP INC,7.897,1.365,0.139,2.954,3.961,-2.132,-2.297,-0.436,,,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",VCG HOLDING CORP,,,0.155,-0.066,0.211,-0.082,1.463,0.969,-0.769,0.465,-0.044,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",VELCRO INDUSTRIES NV,-9.284,2.757,5.475,4.962,0.27,6.461,-6.447,21.496,7.605,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",VF CORP,39.03,213.158,164.318,18.418,-29.278,-188.95,46.667,-21.361,59.981,349.705,60.69,-451.011,256.233,178.942,195.492
Consumer Discretionary,Media,Media,VIACOM INC,,,,,-143.1,211.1,344.7,214.4,-128,-494,539,184,-173,1555,-1403
Consumer Discretionary,Consumer Services,Diversified Consumer Services,VIDEOLOCITY INTL INC,-0.005,-0.403,0.031,-0.021,0.175,-0.183,0.011,,,,0.011,,,,
Consumer Discretionary,Media,Media,VIRGIN MEDIA INC,,-172.4,250.9,155.2,-555.9,1048.468,-620.289,-192.676,-204.374,402.397,75.421,-278.268,-153.025,,
Consumer Discretionary,Media,Media,VISIONCHINA MEDIA INC  -ADR,,,,,,2.599,2.617,125.924,32.109,-94.414,-1.623,13.098,-51.297,9.937,
Consumer Discretionary,Automobiles & Components,Auto Components,VISTEON CORP,-437,-388,180,-251,-201,113,192,701,-578,-218,-57,-182,102,852,-850
Consumer Discretionary,Retailing,Specialty Retail,VITAMIN SHOPPE INC,,,,,,,,-0.019,0.17,7.174,17.171,-15.214,70.414,-7.132,-61.87
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",VOLCOM INC,,,,3.938,5.28,61.353,13.702,7.548,-13.349,-3.433,4.12,,,,
Consumer Discretionary,Automobiles & Components,Automobiles,VOLKSWAGEN AG  -ADR,,1895.023,-1360.953,5730.375,3634.953,-2673.924,1852.859,798.784,-655.585,12600.694,-10.615,-2248.221,1711.543,5809.226,-4084.088
Consumer Discretionary,Retailing,Distributors,VOXX INTERNATIONAL CORP,0.904,-3.406,-0.267,1.944,38.707,-29.245,-0.807,23.868,30.163,0.007,29.119,-85.024,6.171,-9.174,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",VOYAGER ENTMT INTL INC,,0.039,0.112,0.377,-0.473,0.093,-0.032,-0.034,-0.027,,-0.007,,,,
Consumer Discretionary,Media,Media,VOYAGER LEARNING CO,5.837,-7.951,1.287,2.241,0.29,26.644,8.945,13.966,13.434,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",WACOAL HOLDINGS CORP -ADR,-69.245,-43.821,-68.9,1.891,-30.292,-36.619,-0.655,82.394,-51.477,14.753,32.189,44.521,-54.429,59.662,
Consumer Discretionary,Retailing,Specialty Retail,WALKING CO HOLDINGS INC,-13.549,-1.321,3.139,4.309,-5.833,-1.14,0.057,-1.058,,,,,,,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",WARNACO GROUP INC,1.748,28.482,74.467,-60.568,12.131,98.613,2.789,24.928,-44.291,173.127,-129.527,41.304,,,
Consumer Discretionary,Media,Media,WARNER MUSIC GROUP CORP,,,,103,411,-267,79,-34,78,-27,55,-285,148,-147,2
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,WCI COMMUNITIES INC,22.245,2.256,-8.204,45.216,6.968,-9.408,-10.708,146.945,-75.611,,,,37.744,132.258,-38.596
Consumer Discretionary,Consumer Services,Diversified Consumer Services,WEIGHT WATCHERS INTL INC,,-21.163,34.192,-34.088,11.714,-3.682,6.028,2.319,7.499,-1.185,-5.603,6.935,17.016,104.342,126.655
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",WENDY'S CO,468.292,-89.674,-48.989,104.122,-192.518,-165.152,-54.688,-70.036,11.974,501.629,-79.211,-37.277,-21.87,126.791,-312.876
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",WENDY'S INTERNATIONAL INC,-41.067,-58.597,60.823,-0.738,5.543,216.492,66.646,-248.687,,,,,,,
Consumer Discretionary,Automobiles & Components,Auto Components,WESCAST INDUSTRIES  -CL A,-5.826,15.164,-30.756,14.482,-20.453,-1.555,12.125,0.319,-5.985,-1.493,10.195,-14.54,,,
Consumer Discretionary,Retailing,Specialty Retail,WEST MARINE INC,-0.577,-1.61,3.678,0.015,0.722,7.599,-6.835,-0.097,1.347,2.806,11.74,21.947,12.576,-8.134,-2.733
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",WESTERN SIZZLIN CORP,0.957,-1.019,-0.318,0.803,1.423,-0.441,0.68,-1.617,-0.396,,,,,,
Consumer Discretionary,Media,Media,WESTWOOD ONE INC  -OLD,-3.869,-2.248,2.862,1.294,2.267,-0.533,1.129,-5.341,0.25,-1.613,-1.886,,,,
Consumer Discretionary,Retailing,Specialty Retail,WET SEAL INC  -CL A,-14.799,4.223,-12.376,-8.443,58.176,25.104,8.448,-4.636,41.446,19.629,-36.331,31.823,-114.906,-3.507,
Consumer Discretionary,Retailing,Distributors,WEYCO GROUP INC,-0.325,13.332,-9.55,1.791,1.423,12.266,-7.467,-7.455,3.627,18.514,-22.85,3.179,6.959,-1.319,-3.47
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,WHIRLPOOL CORP,-147,202,-124,57,-6,281,-262,-61,-55,1234,-12,-259,59,212,-354
Consumer Discretionary,Media,Media,WILEY (JOHN) & SONS  -CL A,10.648,-13.242,-6.464,48.786,7.374,-28.644,-5.007,-12.182,43.517,50.685,48.34,57.977,74.31,152.237,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,WILLIAM LYON HOMES,12.557,5.04,-3.057,7.443,71.937,-43.705,-13.637,34.465,-6.18,50.57,-46.301,-51.225,51.014,100.597,-118.901
Consumer Discretionary,Automobiles & Components,Auto Components,WILLIAMS CONTROLS INC,-2.293,-0.03,0.829,-0.728,2.381,2.57,-2.522,-0.909,7.439,0.185,-6.229,-1.677,0.411,,
Consumer Discretionary,Retailing,Specialty Retail,WILLIAMS-SONOMA INC,-73.113,55.644,118.121,-29.585,75.3,121.772,-85.553,-156.479,29.872,365.121,114.46,-125.646,-78.202,-94.434,-107.194
Consumer Discretionary,Retailing,Specialty Retail,WINMARK CORP,2.005,-0.952,1.634,-0.577,1.83,-3.036,-1.91,0.215,0.887,7.351,-7.234,6.763,-6.787,8.409,-8.553
Consumer Discretionary,Automobiles & Components,Automobiles,WINNEBAGO INDUSTRIES,3.283,42.336,-60.055,57.156,-23.836,-4.961,5.45,-18.045,10.962,18.715,38.125,-5.384,-6.624,1.594,-6.473
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",WMS INDUSTRIES INC,-38.8,-4.906,17.708,68.219,-39.7,-24.7,3.9,-1.9,63.6,34.9,31,-76,-28.4,-2.4,
Consumer Discretionary,Media,Media,WOLTERS KLUWER NV  -ADR,-27.224,142.416,56.619,139.827,383.125,-306.708,-382.713,20.444,268.637,91.725,65.018,-211.461,-88.346,589.741,
Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",WOLVERINE WORLD WIDE,6.988,27.386,-8.742,28.278,16.816,13.086,39.405,-48.576,13.415,70.937,-10.039,-10.388,31.399,42.8,9.6
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,WOODBRIDGE HOLDINGS CORP,,2.937,-7.577,19.951,89.557,-11.96,-65.171,146.79,-80.383,,,,,,
Consumer Discretionary,Media,Media,WORLD WRESTLING ENTMT INC,-56.739,41.619,42.077,-80.006,8.101,118.635,,49.538,-16.15,30.129,-79.961,-17.332,13.557,-33.137,14.316
Consumer Discretionary,Media,Media,WPP PLC  -ADR,331.4,-726,378.554,342.745,117.068,-1037.124,543.12,209.146,373.954,-601.574,1175.641,-437.522,-112.045,868.312,567.662
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",WYNDHAM WORLDWIDE CORP,,,,,,5,170,-59,-74,19,1,-14,53,-1,-11
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",WYNN LAS VEGAS LLC,,,,,,,,52.701,-23.206,-56.961,-13.814,148.859,-52.984,82.741,35.204
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",WYNN RESORTS LTD,54.429,-15.161,70.376,231.908,-11.291,104.028,355.118,485.713,-141.216,857.926,-733.331,4.088,462.632,709.822,-252.877
Consumer Discretionary,Media,Media,XM SATELLITE RADIO HLDGS INC,174.205,-42.406,-149.679,385.489,299.56,-6.876,-492.775,-61.53,,,,,,,
Consumer Discretionary,Media,Media,XM SATELLITE RADIO INC,153.561,-140.823,-55.642,83.493,112.302,-144.917,34.873,7.645,99.831,5.439,,,,,
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,YANKEE HOLDING CORP,-10.272,17.234,13.158,-2.959,-4.306,-23.769,10.118,-17.146,124.95,-121.482,3.618,38.12,-10.854,,
Consumer Discretionary,Media,Media,YOU ON DEMAND HOLDINGS INC,,,,,,,,0.37,3.953,-2.235,4.394,0.935,-3.139,-0.558,6.989
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",YOUBET.COM INC,-50.18,-8.533,0.999,3.714,5.014,3.398,4.366,-14.5,9.987,-0.654,,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",YTB INTERNATIONAL INC,0.011,0.01,0.022,,-0.037,0.205,-0.23,1.73,-0.528,-0.525,-0.185,,,,
Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",YUM BRANDS INC,44,-23,20,62,-130,62,161,470,-590,120,1073,-228,-422,-203,5
Consumer Discretionary,Consumer Durables & Apparel,Household Durables,ZAGG INC,,,,,,,,1.661,-1.064,3.905,-2.597,24.06,-6.256,-5.146,-5.57
Consumer Discretionary,Retailing,Specialty Retail,ZALE CORP,262.831,-268.844,55.497,-49.614,27.851,-7.678,-12.852,-4.951,27.936,-36.355,1.248,8.89,-10.522,-7.543,
Consumer Discretionary,Automobiles & Components,Automobiles,ZAP,0.359,-2.701,-0.492,0.201,4.803,-3.807,0.613,2.179,-3.998,4.459,-3.297,4.356,-4.203,0.973,
Consumer Discretionary,Retailing,Specialty Retail,ZUMIEZ INC,,,,0.096,0.448,3.711,3.424,3.784,21.112,-10.107,9.789,3.422,2.8,2.055,1.228
