GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Information Technology,Software & Services,Software,UPLAND SOFTWARE INC,,,,,,,,,,,,,,,0.218,0.243,,2
Information Technology,Software & Services,Internet Software & Services,UPSNAP INC CDA,,,,,,,,,,,,,0.029,0.125,2.75,2,,4
Information Technology,Software & Services,Internet Software & Services,US DATAWORKS INC,0.046,0.01,0.034,0.185,0.44,0.247,0.333,0.268,0.031,0.042,1.147,0.12,,,,,,12
Information Technology,Software & Services,Internet Software & Services,US SEARCH.COM INC,2.163,0.57,0.25,,,,,,,,,,,,,,,3
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,US TECHNOLOGIES INC,0.37,0.064,,,,,,,,,,,,,,,,2
Information Technology,Software & Services,Internet Software & Services,USA BROADBAND INC,,,0.029,0,,,,,,,,,,,,,,2
Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",USA TECHNOLOGIES INC,,,0.135,0.097,0.379,0.411,1.229,0.471,0.305,0.13,0.25,0.064,0.843,0.78,0.638,0.081,0.042,15
Information Technology,Technology Hardware & Equipment,Communications Equipment,USCI INC,0.052,,,,,,,,,,,,,,,,,1
Information Technology,Software & Services,Software,USDATA CORP,0.515,0.027,0.478,,,,,,,,,,,,,,,3
Information Technology,Software & Services,Internet Software & Services,USINTERNETWORKING INC,1.074,,,,,,,,,,,,,,,,,1
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,UTD MICROELECTRONICS  -ADR,2.193,0.25,0.215,0.152,0.581,0.094,0.223,0.187,0.083,0.167,0.75,0.387,0.364,0.202,0.251,0.35,,16
Information Technology,Technology Hardware & Equipment,Communications Equipment,UTSTARCOM HOLDINGS CORP,2.389,1.373,1.713,1.251,0.725,0.24,0.113,0.128,0.068,0.011,0.026,1.94,0.446,0.425,0.272,0.302,,16
Information Technology,Software & Services,Internet Software & Services,UVUMOBILE INC,,,,34.333,2.124,3.307,1.403,0.167,0,,,,,,,,,6
Information Technology,Software & Services,Software,V-ONE CORP,1.321,0.398,0.092,0.009,,,,,,,,,,,,,,4
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,V3 SEMICONDUCTOR INC,1.326,,,,,,,,,,,,,,,,,1
Information Technology,Software & Services,Internet Software & Services,VALICERT INC,0.953,0.329,0.084,,,,,,,,,,,,,,,3
Information Technology,Software & Services,Software,VALIDIAN CORP,,,,,,,,,,,,,,0.5,0,0,,3
Information Technology,Software & Services,Software,VANCEINFO TECHNOLOGIES -ADR,,,,,,,2.151,0.736,0.768,0.57,0.779,1.351,,,,,,6
Information Technology,Software & Services,IT Services,VANTIV INC,,,,,,,,,,,,0.774,0.338,0.352,0.475,0.301,,5
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,VARIAN SEMICONDUCTOR EQUIPMT,0.532,0.339,0.366,0.277,0.246,0.237,0.205,0.176,0.128,0.106,0.19,,,,,,,11
Information Technology,Software & Services,Software,VAROLII CORP-REDH,,,,,,,,0.422,,,,,,,,,,1
Information Technology,Software & Services,Software,VARONIS SYSTEMS INC,,,,,,,,,,,,,,1.039,1.257,1.137,,3
Information Technology,Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",VARTECH SYSTEMS  INC,0.137,0.003,0.013,0.48,,,,,,,,,,,,,,4
Information Technology,Software & Services,Software,VASCO DATA SEC INTL INC,2.918,0.25,0.009,0.096,0.286,0.605,0.467,0.79,1.314,0.519,0.273,0.237,0.304,0.233,0.462,0.482,,16
Information Technology,Software & Services,Software,VASTERA INC,0.662,0.326,0.932,0.279,0.366,,,,,,,,,,,,,5
Information Technology,Software & Services,Internet Software & Services,VCAMPUS CORP,0.969,0.02,0.091,1.418,0.598,0.172,0.462,,,,,,,,,,,7
Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,VEECO INSTRUMENTS INC,0.425,0.319,0.11,0.145,0.213,0.159,0.249,0.124,0.194,0.13,0.181,1.426,0.29,0.093,0.175,0.176,,16
Information Technology,Software & Services,Internet Software & Services,VELTI PLC,,,,,,,,,,0.177,0.318,0.794,1.828,,,,,4
